QuoteId,MinPrice,Direct,OutboundLegCarrierIds,OutboundLegOriginId,OutboundLegDestinationId,OutboundLegDepartureDate,InboundLegCarrierIds,InboundLegOriginId,InboundLegDestinationId,InboundLegDepartureDate,QuoteDateTime,OutboundPlaceIataCode,OutboundPlaceName,OutboundPlaceType,InboundPlaceIataCode,InboundPlaceName,InboundPlaceType,OutboundCarrierName,InboundCarrierName
156,28839,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-09T00:00:00,2017-04-15T12:00:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
157,24112,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-10T00:00:00,2017-04-14T10:13:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
158,38664,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-11T00:00:00,2017-04-12T15:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
159,42749,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-16T01:58:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
160,24403,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-12T15:29:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
161,37649,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
162,25567,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-08T09:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
163,34896,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-14T19:14:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
164,26264,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-06T09:28:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
165,118014,True,881,43268,65698,2017-05-08T00:00:00,881,65698,43268,2017-05-26T00:00:00,2017-04-15T14:23:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
166,76375,False,1523,43268,65698,2017-05-08T00:00:00,1523,65698,43268,2017-05-26T00:00:00,2017-04-15T14:23:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
167,59399,True,881,43268,65698,2017-05-08T00:00:00,881,65698,43268,2017-05-29T00:00:00,2017-04-05T13:43:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
168,55964,False,1523,43268,65698,2017-05-08T00:00:00,1523,65698,43268,2017-05-29T00:00:00,2017-04-05T13:43:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
169,59025,True,881,43268,65698,2017-05-08T00:00:00,881,65698,43268,2017-05-30T00:00:00,2017-04-13T11:56:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
170,62322,False,1523,43268,65698,2017-05-08T00:00:00,1523,65698,43268,2017-05-31T00:00:00,2017-04-04T17:34:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
178,29355,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-09T00:00:00,2017-04-16T15:21:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
179,27118,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-10T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
180,25955,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-11T00:00:00,2017-04-16T06:11:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
181,36545,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
182,21881,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-13T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
183,33404,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
184,54978,False,1324,43268,65698,2017-05-09T00:00:00,838,65698,43268,2017-05-15T00:00:00,2017-04-07T07:42:00,BUD,Budapest,Station,LHR,London Heathrow,Station,KLM,Air France
185,26397,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-16T00:00:00,2017-04-05T15:40:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
186,37705,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-14T19:44:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
187,58472,False,1523,43268,65698,2017-05-09T00:00:00,1523,65698,43268,2017-05-19T00:00:00,2017-04-05T15:42:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
188,37658,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-23T00:00:00,2017-04-16T03:30:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
189,81964,False,1001,43268,65655,2017-05-09T00:00:00,900,65655,43268,2017-05-24T00:00:00,2017-04-16T19:27:00,BUD,Budapest,Station,LGW,London Gatwick,Station,Norwegian,airBaltic
190,72300,False,1384,43268,65698,2017-05-09T00:00:00,1384,65698,43268,2017-05-26T00:00:00,2017-04-05T15:40:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Swiss,Swiss
191,53703,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-30T00:00:00,2017-04-10T18:14:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
196,19585,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-10T00:00:00,2017-04-13T19:07:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
197,31780,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-11T00:00:00,2017-04-16T18:43:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
198,33454,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-16T08:53:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
199,16844,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-07T09:50:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
200,31780,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-13T15:21:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
201,20186,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-04T10:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
202,47922,True,881,43268,65698,2017-05-10T00:00:00,881,65698,43268,2017-05-16T00:00:00,2017-04-16T04:24:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
203,34805,True,1914,43268,66270,2017-05-10T00:00:00,1050,65655,43268,2017-05-17T00:00:00,2017-04-05T19:46:00,BUD,Budapest,Station,LGW,London Gatwick,Station,Wizz Air,easyJet
204,58249,True,881,43268,65698,2017-05-10T00:00:00,881,65698,43268,2017-05-18T00:00:00,2017-04-11T11:10:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
205,57065,False,838,43268,65698,2017-05-10T00:00:00,838,65698,43268,2017-05-18T00:00:00,2017-04-11T11:10:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
206,21581,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-20T00:00:00,2017-04-06T07:27:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
207,23155,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-05T13:05:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
208,51562,False,838,43268,65698,2017-05-10T00:00:00,838,65698,43268,2017-05-24T00:00:00,2017-04-03T20:32:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
209,52912,True,881,43268,65698,2017-05-10T00:00:00,881,65698,43268,2017-05-28T00:00:00,2017-04-13T11:59:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
210,53237,True,881,43268,65698,2017-05-10T00:00:00,881,65698,43268,2017-05-29T00:00:00,2017-04-05T13:37:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
217,25013,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-11T00:00:00,2017-04-13T19:08:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
218,33454,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-16T18:40:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
219,21881,True,885,43268,81678,2017-05-11T00:00:00,885,81678,43268,2017-05-13T00:00:00,2017-04-08T16:13:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
220,30313,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-15T20:59:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
221,25601,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-15T20:57:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
222,24134,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-15T07:40:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
223,21581,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-12T15:59:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
224,26395,True,885,43268,81678,2017-05-11T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-11T22:18:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
225,33454,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-11T22:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
226,54213,True,881,43268,65698,2017-05-11T00:00:00,881,65698,43268,2017-05-21T00:00:00,2017-04-06T18:05:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
227,53050,False,838,43268,65698,2017-05-11T00:00:00,838,65698,43268,2017-05-21T00:00:00,2017-04-06T18:05:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
228,54496,True,881,43268,65698,2017-05-11T00:00:00,881,65698,43268,2017-05-22T00:00:00,2017-04-14T17:30:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
229,36598,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-25T00:00:00,2017-04-15T17:54:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
230,48140,True,885,43268,81678,2017-05-11T00:00:00,1001,65655,43268,2017-05-28T00:00:00,2017-04-15T13:03:00,BUD,Budapest,Station,LGW,London Gatwick,Station,Flybe,Norwegian
233,31536,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-15T09:26:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
234,30313,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-13T11:09:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
235,31780,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-16T17:45:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
236,30209,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-16T12:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
237,27068,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-15T15:02:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
238,26226,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-07T08:47:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
239,51408,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-05T13:26:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
240,46781,False,819,43268,65698,2017-05-12T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-05T13:26:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Aegean Airlines,Flybe
241,33454,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-12T00:45:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
242,31520,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-20T00:00:00,2017-04-14T19:00:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
243,23155,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-04T09:32:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
244,57475,True,881,43268,65698,2017-05-12T00:00:00,881,65698,43268,2017-05-22T00:00:00,2017-04-15T09:50:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
245,55629,False,1710,43268,65698,2017-05-12T00:00:00,1710,65698,43268,2017-05-22T00:00:00,2017-04-15T09:50:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Brussels Airlines,Brussels Airlines
246,62632,True,881,43268,65698,2017-05-12T00:00:00,881,65698,43268,2017-05-31T00:00:00,2017-04-13T12:15:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
247,55818,False,1710,43268,65698,2017-05-12T00:00:00,1710,65698,43268,2017-05-31T00:00:00,2017-04-13T12:15:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Brussels Airlines,Brussels Airlines
254,33404,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-15T19:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
255,20505,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-12T19:06:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
256,28692,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-15T15:54:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
257,25964,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-16T00:00:00,2017-04-15T14:57:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
258,31833,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-15T14:00:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
259,34585,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-13T05:03:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
260,25025,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-20T00:00:00,2017-04-13T14:13:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
261,34974,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-16T14:26:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
262,22019,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-22T00:00:00,2017-04-09T15:59:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
263,58883,True,881,43268,65698,2017-05-13T00:00:00,881,65698,43268,2017-05-24T00:00:00,2017-04-14T11:22:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
264,56623,False,838,43268,65698,2017-05-13T00:00:00,838,65698,43268,2017-05-24T00:00:00,2017-04-14T11:22:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
265,55447,False,1523,43268,65698,2017-05-13T00:00:00,1523,65698,43268,2017-05-25T00:00:00,2017-04-09T23:13:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
266,56123,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-25T00:00:00,2017-04-09T23:13:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
267,43036,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-27T00:00:00,2017-04-12T18:06:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
268,29875,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-29T00:00:00,2017-04-15T14:57:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
274,38591,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-15T19:21:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
275,76285,False,1523,43268,65698,2017-05-14T00:00:00,1384,65698,43268,2017-05-15T00:00:00,2017-04-09T16:24:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Swiss
276,43704,True,1914,43268,66270,2017-05-14T00:00:00,885,81678,43268,2017-05-16T00:00:00,2017-04-16T14:17:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Wizz Air,Flybe
277,36560,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-15T11:41:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
278,31924,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-10T14:20:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
279,50366,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-14T21:10:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
280,51747,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-20T00:00:00,2017-04-16T10:38:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
281,40161,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-14T15:25:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
282,86166,True,881,43268,65698,2017-05-14T00:00:00,881,65698,43268,2017-05-22T00:00:00,2017-04-10T11:49:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
283,62455,False,1523,43268,65698,2017-05-14T00:00:00,1523,65698,43268,2017-05-22T00:00:00,2017-04-10T11:50:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
289,40149,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-16T06:55:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
290,29355,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-11T08:24:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
291,27610,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-13T10:08:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
292,43290,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-15T18:28:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
293,42625,False,1375,43268,65698,2017-05-15T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-14T20:18:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,LOT,Flybe
294,51145,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-16T19:37:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
295,58472,False,1523,43268,65698,2017-05-15T00:00:00,1523,65698,43268,2017-05-20T00:00:00,2017-04-05T15:38:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
296,54112,True,881,43268,65698,2017-05-15T00:00:00,881,65698,43268,2017-05-21T00:00:00,2017-04-16T12:57:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
297,38578,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-22T00:00:00,2017-04-15T18:46:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
298,38578,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-23T00:00:00,2017-04-14T22:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
299,26715,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-24T00:00:00,2017-04-03T09:51:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
300,73232,True,881,43268,65698,2017-05-15T00:00:00,881,65698,43268,2017-05-31T00:00:00,2017-04-11T20:01:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
301,64655,False,1375,43268,65698,2017-05-15T00:00:00,1001,65655,43268,2017-05-31T00:00:00,2017-04-11T20:01:00,BUD,Budapest,Station,LGW,London Gatwick,Station,LOT,Norwegian
308,28692,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-16T00:32:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
309,23461,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-14T08:32:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
310,30366,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-13T05:39:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
311,45175,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-14T13:26:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
312,29718,True,885,43268,81678,2017-05-16T00:00:00,885,81678,43268,2017-05-20T00:00:00,2017-04-14T10:35:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
